15598025,4548592820
15598025,4548567318
15598025,4524543435
13345046,4676197917
13345046,4651459873
2820223,4651459873
6583457,4651453197
10718665,4666184156
2886232,4572223286
6565008,4643809934
6565008,4608415275
5092050,4608416649
1960963,4651453197
47960,4651453197
36209500,4651453197
23283390,4608391923
6629853,4651453197
5775018,4608415275
5775018,4592073780
1097658,4643809934
1097658,4633796094
1097658,4651438201
4853719,4633796094
4853719,4643809934
4853719,4651438201
4853719,4651459873
2917610,4651453197
3219004,4621181716
584628,4608415275
12942156,4524543435
16677179,4633796094
16677179,4621181716
5314079,4592106731
5314079,4592073780
11954331,4633796094
11954331,4643809934
11954331,4608415275
15287143,4608391923
15287143,4608417410
2299628,4568291776
2299628,4567356964
22518483,4568007524
4599928,4592073780
178258,4548592820
178258,4524522426
1782103,4568007524
4937528,4608415275
4012657,4608417410
12940981,4608415275
4119716,4608416649
1762216,4608415275
7829240,4529845621
5602251,4524522426
6330289,4524543435
26173075,4568007524
26888880,4568291776
5679996,4548567318
19899215,4567360868
1577692,4567356964
1577692,4592080900
6330289,4567360868
15920722,4592106731
14788370,4568007524
1663273,4567360868
28900,4430748952
1640832,4378163411
7957232,4568007524
35777541,4524522426
2659241,4524522426
15288018,4568007524
13331114,4568007524
4190121,4529845621
2866078,4529845621
13185050,4524522426
20926574,4524522426
4229552,4524519178
5067364,4511283348
5067364,4524543435
6059489,4524519178
6059489,4524522426
2917610,4524522426
122063,4524522426
4560663,4483085636
2698720,4509721555
399240,4483089353
399240,4470387167
22839350,4378124850
5791603,4346475114
9960533,4465723057
9960533,4465761544
9960533,4438330650
208335,4483087698
671926,4430748952
4983498,4300304048
1178655,4339072035
1178655,4346731354
1178655,4365376797
3136829,4380971787
2572440,4430748952
7469248,4430748952
7469248,4420942146
14661890,4305429996
14661890,4297432789
15185994,4430748952
15185994,4421391669
5991602,4430750966
5991602,4430748952
2242069,4438330650
2242069,4442723653
2242069,4430748952
6733769,4409367077
23428285,4334710086
6943574,4388577562
9106010,4430748952
7743288,4438330650
7743288,4421391669
7743288,4424317357
3136829,4365376797
3871708,4378124850
12116533,4378163411
12116533,4380971787
12116533,4388602065
6585169,4409367077
1367335,4421391669
6317783,4378124850
5276311,4400453536
5276311,4388602065
13067791,4378163411
3425849,4378163411
3425849,4388602065
33310144,4378163411
3376133,4378163411
3376133,4346475114
1383366,4300311464
1383366,4297432789
15598025,4378163411
36669464,4378163411
16477999,4378163411
5900089,4346731354
17684447,4346728911
11039959,4378163411
11039959,4346475114
15567571,4338629560
15567571,4365376797
18801485,4261199929
19367997,4346475114
5948152,4261199929
1359099,4297432789
3425099,4261199929
10837549,4339072035
3872940,4218414417
10552751,4334710086
16056821,4323289628
16056821,4334710086
2252528,4305429996
7596065,4300304048
1723736,4218414417
4017013,4334704982
4017013,4338629560
28089831,4303887704
4560663,4297432789
2162294,4300275489
13337406,4300275489
6700667,4300275489
6700667,4297432789
179616,4303887704
3287361,4300275489
22611587,4323289628
2820223,4297432789
14706479,4205262721
12116533,4289548920
12116533,4300275489
26345077,4246383847
26345077,4255536599
26345077,4261140437
4720749,4261199929
37010283,4300275489
3969085,4261199929
2990427,4300275489
2540568,4261199929
6225957,4179049086
2157015,4261199929
7957232,4218414417
2634808,4218421553
2634808,4218389722
432401,4205262721
13256819,4218414417
9243818,4220048868
7682537,4132130152
7162440,4218421553
7162440,4218389722
7162440,4176834050
2571810,4177028043
2507667,4114229938
3711569,4114229938
3711569,4114108473
