7310688,3955622978
4754711,3955586262
153505,3577739966
1123105,3188868176
19497895,3235543770
305417,3188908080
27478209,3188849802
606902,3188942590
1640211,3188918856
23556343,3080961375
86727,3080983333
13347535,3045743154
26788396,2799399881
26788396,2799370959
17603156,2816083675
1875494,2799426486
12735033,2688176038
3987387,1631395972
3987387,1631396736
3987387,1631397737
3987387,1631397982
3987387,1631398445
3987387,1631398601
7083919,1420402062
19948410,1288642710
19948410,1288642661
19948410,1288642624
10567351,1420401936
13113828,1420402253
2558133,1174265070
549912,1288642776
4651119,1288642690
2922508,1288642595
7169778,1288642571
12609491,1226769671
9711797,1226769745
10515844,1226769572
379890,1195193254
1834048,1195192974
6930792,1195193221
9668973,1195193031
3894914,1195193193
15806232,1174265044
1138045,1174265056
1138045,1174265086
1875494,1174265014
5971483,1174265034
379890,1142034255
379890,1142034237
13175685,1142034247
2217258,985590965
11722380,985591019
6930792,985590982
7028308,985591080
10515844,985591041
2275814,985590997
440889,985591105
8993789,816587139
2395670,870711838
2177651,870719488
1138045,870719473
397669,870710284
351548,845923643
394836,612345524
394836,612340403
4037365,824081882
10567351,812501858
3088147,824081907
1636628,824081931
1636628,824086105
4983459,824089494
366230,824081951
366230,824081970
366230,824081984
3448559,824082030
11722380,824081866
11722380,824081845
2812600,826789678
14933265,820927621
6605800,789378872
1862493,798284632
6454052,789366716
13804572,767626494
10287714,789373996
7601398,789369960
10083950,789384471
4970068,758605604
5015638,736343697
4970068,720930022
6012814,742919753
2558133,752731134
11696785,486427156
9036865,728692320
4381427,732998921
12762097,710454558
7767491,728706863
11633954,720926846
3789881,727833760
9194696,728701825
2149430,720922455
7145524,728688021
7770682,710449692
15783,710446919
10170878,719149210
10170878,719152265
7303744,714906586
4567126,721490673
13167546,715015157
9129810,722311809
248079,710452561
1980539,716210092
2637841,714905579
254076,710462096
14076587,716206822
6823481,715016661
7495456,710438152
9989368,710459574
12376514,710457357
328400,661786427
326548,78195514
1810959,661779593
3264178,580499692
9046942,605076618
9046942,608422673
9804544,605084777
9488592,592256268
8941714,605092205
10576376,605090330
13322440,605094284
6710564,584223133
93008,580508715
328400,544669886
3943807,592247405
1980637,592229016
8941714,592234410
8941714,592238934
8941714,592242259
8941714,592252056
73737,580491290
254076,584227822
7322784,592221630
5087682,580494243
11002399,580512441
12639211,580506092
1120815,580496498
7356032,580487446
7801628,580503205
2758846,532994629
9865397,544718488
6785153,508622999
1084336,544720414
7145524,544713981
7145524,544715797
7145524,544711104
2812600,544708265
12585847,544620920
6794215,544618547
3087108,544723150
3512488,539634256
568146,512989792
568146,512994025
106000,513000830
7307483,508617906
3042456,508614589
3042456,512998076
7199739,508633481
305417,503169140
3943057,510799024
560862,503187843
560862,498803340
4983459,503186313
9650417,503180155
9650417,503184206
2812600,503182719
6703594,486417561
6703594,486413256
1651373,496050187
4787770,486475250
11817211,486409391
2812600,486421800
2812600,486405961
1875494,486396501
1875494,486392228
1916922,466661388
4956946,475539889
3831028,469669993
2670683,466708150
9508242,466656327
76417,468035741
2274968,461498344
9668973,463697123
9473649,448866269
7800149,448852787
3083345,448870169
3740921,448854751
540334,403277577
9050224,411984169
9463597,415470483
9668973,414885474
1714901,411985454
9953355,411981674
3740921,415468699
2812564,411982484
5116104,403275572
606902,407802135
606902,409543769
4011501,409115110
444511,399099403
444511,399096217
2122844,399093625
379793,399092088
342977,400075076
2191603,403101084
1123105,355196418
540334,353623573
1249498,371184975
10170878,368860310
324012,368858251
324012,370028337
4495950,363961143
10170878,363956581
5015638,363959117
2422781,368862038
9845750,363967672
154858,370025423
196346,363969392
1690187,346886289
5573939,355193074
3052527,346887712
3052527,346891444
1060190,351093850
6773534,355190861
6773534,355198453
7145524,348077679
7145524,349330985
4233325,351095298
2758846,348079837
606902,353618872
606902,354050148
351548,330716895
6674472,351092370
522900,351090953
10314425,346889919
10046133,348723556
